BG,Circularities,Center_x,Center_y,Radius,Radius_μm
BG(-),0.8699650228168432,1305.5,1568,20.155742645263672,3.199324229406932
BG(-),0.8358466609147112,1588.5,1560.6290283203125,18.007278442382813,2.8582981654575894
BG(-),0.8857887629503443,110.5,1550,22.8090877532959,3.6204901195707775
BG(-),0.8223461422489987,443.2359619140625,1531.550537109375,26.847747802734375,4.2615472702752974
BG(-),0.8863570335001456,716.57574462890625,1521.446533203125,18.41791534423828,2.9234786260695684
BG(-),0.8955772564156936,1236.5,1542,46.810890197753906,7.430300031389509
BG(-),0.9016404785089616,606.1990966796875,1519.6412353515625,40.40669250488281,6.413760715060764
BG(-),0.8345571467556355,395.71783447265625,1486.7677001953125,13.95566749572754,2.215185316782149
BG(-),0.9068385987796076,510.0630798339844,1490.179443359375,35.27835464477539,5.5997388325040305
BG(-),0.897115112874352,275,1474,18.027854919433594,2.861564272925967
BG(-),0.8322451006382638,897.066650390625,1448.933349609375,10.724342346191406,1.7022765628875247
BG(-),0.8696306944514888,1143.7904052734375,1481.419189453125,44.47818374633789,7.060029166085379
BG(-),0.906193159812626,196.8112640380859,1459.8687744140625,24.487546920776367,3.8869122096470425
BG(-),0.8888164562178519,503.5526428222656,1426.605224609375,15.101099967956545,2.396999994913737
BG(-),0.9005048715671673,1281.1480712890625,1454.615478515625,49.603782653808594,7.873616294255332
BG(-),0.8715008532106807,655.0513916015625,1450.9625244140625,48.784881591796875,7.743631998697917
BG(-),0.8860323154247439,570.673828125,1429.153564453125,26.317174911499023,4.177329351031591
BG(-),0.8814834913921742,73.5,1455.5,66.68218231201172,10.584473382859002
BG(-),0.8904100393983161,793.6282958984375,1456.7421875,68.38746643066406,10.855153401692707
BG(-),0.8001063703614795,3.5,1388.5,2.9155757427215576,0.4627898004319933
BG(-),0.861959968100461,1526.3323974609375,1425.3167724609375,54.492408752441406,8.649588690863716
BG(-),0.8969607900427234,962.4532470703124,1378.7242431640625,11.677254676818848,1.853532488383944
BG(-),0.8629392730526879,758.5,1374.5,12.90358829498291,2.0481886182512556
BG(-),0.8988485045641706,717.18792724609375,1381.527587890625,26.57647132873535,4.218487512497675
BG(-),0.8707707966997793,612.89288330078125,1380.107177734375,29.850112915039063,4.738113161117312
BG(-),0.8850145712844641,805.86517333984375,1363.8118896484375,17.280879974365234,2.742996821327815
BG(-),0.8909933648296009,222.61764526367188,1366.441162109375,39.703269958496094,6.302106342618427
BG(-),0.8953663996815994,546.58489990234375,1354.2452392578125,33.621517181396484,5.336748758951823
BG(-),0.8399544390775809,159.5,1324,2.5000998973846436,0.396841253553118
BG(-),0.8846531344671666,889.65081787109375,1366.0869140625,54.9959602355957,8.729517497713603
BG(-),0.8789356318623809,313.6446533203125,1327.55029296875,19.80959701538086,3.1443804786318825
BG(-),0.8156818446204366,64.11016845703125,1346.152587890625,57.42861557006836,9.115653265090216
BG(-),0.8578002916508061,656.5,1317.5,20.700340270996097,3.285768296983507
BG(-),0.8935157777315142,808.4722900390625,1308.8216552734375,18.4405574798584,2.9270726158505393
BG(-),0.8906423035823855,256.2200012207031,1304.780029296875,15.87010669708252,2.5190645550924633
BG(-),0.8968396311278795,1178.32177734375,1347.337158203125,74.5373306274414,11.831322321816096
BG(-),0.8865447585781625,202.00543212890625,1283.6485595703125,32.08095932006836,5.092215765090216
BG(-),0.8862941074688848,1347,1321,72.249664306640625,11.46820068359375
BG(-),0.8708739238766521,80.47364807128906,1271.7196044921875,28.053293228149418,4.452903687007844
BG(-),0.8778772138226602,1005.011474609375,1283.2872314453125,39.492305755615234,6.268619961208767
BG(-),0.8632615561509797,227,1235.5,12.855060577392578,2.04048580593533
BG(-),0.886810957819506,1229,1243,25.553964614868164,4.056184859502883
BG(-),0.8916211322309247,148.5,1226.5,17.39262580871582,2.7607342553517173
BG(-),0.8809487702831135,1351.5250244140625,1222.6500244140625,15.852452278137209,2.516262266370985
BG(-),0.9009198126733502,44.412696838378906,1211.8651123046875,46.8344612121582,7.434041462247333
BG(-),0.8512773670364194,535.9000244140625,1163,9.940400123596191,1.577841289459713
BG(-),0.8573716241035623,1458.5,1257,1.500100016593933,0.23811111374506871
BG(-),0.8811584415386695,309.10748291015625,1135.167724609375,17.871063232421875,2.8366767035590277
BG(-),0.8835613651210472,257.7594909667969,1115.1202392578125,17.761064529418945,2.8192165919712613
BG(-),0.8836918366513614,1140.1376953125,1119.06689453125,28.009340286254883,4.445927029564267
BG(-),0.8641875107926617,1173.8486328125,1099.6375732421875,7.435973167419434,1.1803132011776878
BG(-),0.8138739931755223,1050.5,1161.5,72.51561737060547,11.510415455651662
BG(-),0.8924477656813586,981.36962890625,1113.2164306640625,24.63189697265625,3.909824916294643
BG(-),0.9012586870474704,872.626953125,1097.540283203125,27.13036346435547,4.306406899104043
BG(-),0.8920004798469884,1229.65234375,1080.7852783203125,25.22808837890625,4.004458472842262
BG(-),0.8856705573633376,333.5511474609375,1081.0782470703125,34.68951416015625,5.506272088913691
BG(-),0.887784588028906,219.0294647216797,1068.7890625,23.1796932220459,3.67931638445173
BG(-),0.8665374299393782,1103.091552734375,1058.68310546875,15.89664363861084,2.5232767680334667
BG(-),0.9034509363976816,1528,1075.5,45.41210174560547,7.208270118350074
BG(-),0.8816512646297991,273.25335693359375,1043.8624267578125,28.36492347717285,4.502368805900453
BG(-),0.8584266674080722,1050.344482421875,1036.6346435546875,29.285829544067383,4.648544372074188
BG(-),0.8309769801483704,669,977,7.211202621459961,1.1446353367396764
BG(-),0.8811827495162552,1315,990,22.203702926635746,3.524397289942182
BG(-),0.8869326305686284,947.63092041015625,1019.6668701171876,60.51970291137695,9.606302049424912
BG(-),0.8573716241035623,1349,1051.5,1.500100016593933,0.23811111374506871
BG(-),0.8839526871533088,207.27230834960935,977.33056640625,26.502050399780273,4.206674666631789
BG(-),0.8997923143603531,503.4900817871094,1024.31103515625,81.650054931640625,12.960326179625495
